,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
1485,26395,2019-07-27,2019,Budapest VIII. kerület,józsef körút,krúdy gyula utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,gyalogos,1.0,POINT (19.0710083333333 47.4927416666667)
1486,26402,2019-07-27,2019,Budapest VIII. kerület,lőrinc pap tér,mária utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.49025,19.0686388888889,0,0,1,1,gyalogos,1.0,POINT (19.0686388888889 47.49025)
1487,26410,2019-07-28,2019,Budapest VIII. kerület,magdolna utca,lujza utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4919611111111,19.0877777777778,0,0,1,3,jármű-jármű,1.0,POINT (19.0877777777778 47.4919611111111)
1488,26451,2019-08-01,2019,Budapest VIII. kerület,népszínház utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4959777777778,19.0719416666667,0,0,1,1,gyalogos,1.0,POINT (19.0719416666667 47.4959777777778)
1489,26481,2019-08-04,2019,Budapest VIII. kerület,józsef körút,baross utca,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4927416666667,19.0710083333333,0,0,2,2,jármű-jármű,2.0,POINT (19.0710083333333 47.4927416666667)
1490,26498,2019-08-05,2019,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.49935,19.1082583333333,0,0,1,2,jármű-jármű,1.0,POINT (19.1082583333333 47.49935)
1491,26522,2019-08-07,2019,Budapest VIII. kerület,baross tér,,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4995194444444,19.0799166666667,0,0,1,1,egy jármű,1.0,POINT (19.0799166666667 47.4995194444444)
1492,26536,2019-08-08,2019,Budapest VIII. kerület,hungária körút,,könnyű sérüléses,Egyéb szembe haladó járművek ütközése,"irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4949916666667,19.1088833333333,0,0,1,2,jármű-jármű,1.0,POINT (19.1088833333333 47.4949916666667)
1493,26575,2019-08-12,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Pályaelhagyás járművel kanyarban, a menetirány szerinti JOBB oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4897472222222,19.0739305555556,0,0,1,1,egy jármű,1.0,POINT (19.0739305555556 47.4897472222222)
1494,26579,2019-08-12,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4869722222222,19.0701583333333,0,0,1,3,jármű-jármű,1.0,POINT (19.0701583333333 47.4869722222222)
1495,26583,2019-08-12,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4888111111111,19.0831666666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0831666666667 47.4888111111111)
1496,26615,2019-08-15,2019,Budapest VIII. kerület,ii. jános pál pápa tér,népszínház utca,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4940583333333,19.0804527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0804527777778 47.4940583333333)
1497,26629,2019-08-16,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4894305555556,19.0700916666667,0,0,1,2,gyalogos,1.0,POINT (19.0700916666667 47.4894305555556)
1498,26636,2019-08-16,2019,Budapest VIII. kerület,rökk szilárd utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4915444444444,19.0700444444444,0,0,1,1,gyalogos,1.0,POINT (19.0700444444444 47.4915444444444)
1499,26647,2019-08-18,2019,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4995305555556,19.0831944444444,0,0,1,4,jármű-jármű,1.0,POINT (19.0831944444444 47.4995305555556)
1500,26682,2019-08-22,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4834444444444,19.0766916666667,0,0,2,2,jármű-jármű,2.0,POINT (19.0766916666667 47.4834444444444)
1501,26687,2019-08-23,2019,Budapest VIII. kerület,karácsony sándor utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4910055555556,19.0847638888889,0,0,1,2,gyalogos,1.0,POINT (19.0847638888889 47.4910055555556)
1502,26689,2019-08-23,2019,Budapest VIII. kerület,nagy templom utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4858888888889,19.0760527777778,0,0,1,2,gyalogos,1.0,POINT (19.0760527777778 47.4858888888889)
1503,26694,2019-08-24,2019,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4963888888889,19.0830527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.0830527777778 47.4963888888889)
1504,26758,2019-08-29,2019,Budapest VIII. kerület,kőbányai út,,súlyos sérüléses,Egyéb szembe haladó járművek ütközése,"irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4882222222222,19.1005722222222,0,1,1,2,jármű-jármű,6.0,POINT (19.1005722222222 47.4882222222222)
1505,26774,2019-08-30,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4892444444444,19.0792722222222,0,0,1,1,gyalogos,1.0,POINT (19.0792722222222 47.4892444444444)
1506,26789,2019-09-01,2019,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,ütközés JOBBRÓL BALRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4995361111111,19.0917638888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0917638888889 47.4995361111111)
1507,26802,2019-09-02,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4830444444444,19.0778333333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0778333333333 47.4830444444444)
1508,26810,2019-09-02,2019,Budapest VIII. kerület,bérkocsis utca,auróra utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4935888888889,19.0710916666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0710916666667 47.4935888888889)
1509,26811,2019-09-02,2019,Budapest VIII. kerület,diószegi sámuel utca,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4864916666667,19.0891,0,0,2,1,gyalogos,2.0,POINT (19.0891 47.4864916666667)
1510,26861,2019-09-05,2019,Budapest VIII. kerület,koszorú utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4910888888889,19.0793472222222,0,0,1,1,gyalogos,1.0,POINT (19.0793472222222 47.4910888888889)
1511,26865,2019-09-05,2019,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.4956361111111,19.0653611111111,0,0,2,1,utasbaleset,2.0,POINT (19.0653611111111 47.4956361111111)
1512,26880,2019-09-06,2019,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4882222222222,19.1005722222222,0,0,1,3,jármű-jármű,1.0,POINT (19.1005722222222 47.4882222222222)
1513,26895,2019-09-08,2019,Budapest VIII. kerület,futó utca,,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4854361111111,19.0745611111111,0,0,1,1,egy jármű,1.0,POINT (19.0745611111111 47.4854361111111)
1514,26911,2019-09-10,2019,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4993472222222,19.0798861111111,0,0,1,2,egy jármű,1.0,POINT (19.0798861111111 47.4993472222222)
1515,26917,2019-09-10,2019,Budapest VIII. kerület,karácsony sándor utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4908,19.0849638888889,0,0,1,1,gyalogos,1.0,POINT (19.0849638888889 47.4908)
1516,26928,2019-09-11,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4800083333333,19.0865722222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0865722222222 47.4800083333333)
1517,26942,2019-09-12,2019,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4996305555556,19.0875388888889,0,0,1,2,jármű-jármű,1.0,POINT (19.0875388888889 47.4996305555556)
1518,26979,2019-09-14,2019,Budapest VIII. kerület,kálvária tér,,könnyű sérüléses,"Egyenes úton, szembe haladó járművek ütközése, előzés és forgalmi sávváltás nélkül","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4893805555556,19.0869555555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0869555555556 47.4893805555556)
1519,27007,2019-09-16,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.49718888888889,19.0706583333333,0,0,1,2,gyalogos,1.0,POINT (19.0706583333333 47.49718888888889)
1520,27010,2019-09-17,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.489125,19.0665583333333,0,0,1,1,gyalogos,1.0,POINT (19.0665583333333 47.489125)
1521,27032,2019-09-18,2019,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4871416666667,19.1052444444444,0,0,1,3,jármű-jármű,1.0,POINT (19.1052444444444 47.4871416666667)
1522,27033,2019-09-18,2019,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.48925,19.0912416666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0912416666667 47.48925)
1523,27037,2019-09-19,2019,Budapest VIII. kerület,baross utca,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4892055555556,19.0672333333333,0,1,0,1,egy jármű,5.0,POINT (19.0672333333333 47.4892055555556)
1524,27042,2019-09-19,2019,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4866111111111,19.1075527777778,0,0,1,2,jármű-jármű,1.0,POINT (19.1075527777778 47.4866111111111)
1525,27048,2019-09-19,2019,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti BAL oldalon",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4968055555556,19.0705527777778,0,0,1,1,egy jármű,1.0,POINT (19.0705527777778 47.4968055555556)
1526,27057,2019-09-20,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4894083333333,19.0910472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0910472222222 47.4894083333333)
1527,27079,2019-09-23,2019,Budapest VIII. kerület,baross utca,,súlyos sérüléses,ütközés BALRÓL JOBBRA történő sávváltás közben,egyéb,megfelelő oldaltávolság hiánya,47.4894666666667,19.0910694444444,0,1,0,2,jármű-jármű,5.0,POINT (19.0910694444444 47.4894666666667)
1528,27080,2019-09-23,2019,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","jobbra kis ívű, balra nagy ívű kanyarodási szabály megszegése",47.4769194444444,19.0954083333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0954083333333 47.4769194444444)
1529,27091,2019-09-24,2019,Budapest VIII. kerület,múzeum körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4943416666667,19.0600666666667,0,0,2,2,jármű-jármű,2.0,POINT (19.0600666666667 47.4943416666667)
1530,27098,2019-09-25,2019,Budapest VIII. kerület,üllői út,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4822777777778,19.0800472222222,0,1,0,1,egy jármű,5.0,POINT (19.0800472222222 47.4822777777778)
1531,27104,2019-09-25,2019,Budapest VIII. kerület,orczy út,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4815666666667,19.0935277777778,0,0,1,1,gyalogos,1.0,POINT (19.0935277777778 47.4815666666667)
1532,27105,2019-09-25,2019,Budapest VIII. kerület,rökk szilárd utca,kölcsey utca,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4922861111111,19.0699333333333,0,0,1,1,gyalogos,1.0,POINT (19.0699333333333 47.4922861111111)
1533,27135,2019-09-27,2019,Budapest VIII. kerület,baross utca,,könnyű sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4890333333333,19.0812638888889,0,0,1,2,gyalogos,1.0,POINT (19.0812638888889 47.4890333333333)
